ship_imo;ship_name;country;departure;container_id;container_type;container_group;net_weight;gross_weight;owner;declared;contact;customs_ok
QPU1694193;Prestige;SB;201602166;CAKU1870649;2164;8888;40563073.44;2028153.67;Denesik Inc;Computers & Clothing;dahlia@ondricka.name;true
QPU1694193;Prestige;SB;201602166;WPKR1682766;24RT;45UP;1286998.94;64349.95;Toy, Dach and Carter;Home;annamarie_crist@cummerataprosacco.info;true
QPU1694193;Prestige;SB;201602166;FEKV1303076;2061;22VH;12947841.79;647392.09;Bradtke, Dicki and Medhurst;Baby, Garden, Outdoors, Music & Toys;malachi_hegmann@buckridgesimonis.name;true
QPU1694193;Prestige;SB;201602166;EQIC1206803;45G4;22UP;1378065.66;68903.28;Kilback-Harris;Tools, Automotive, Beauty, Outdoors & Kids;caleigh.reichel@wisokymarvin.com;true
QPU1694193;Prestige;SB;201602166;FTCO1509717;44H2;22B0;52938285.87;1588148.58;Kassulke-Skiles;Baby;elroy@senger.org;true
QPU1694193;Prestige;SB;201602166;XRPD1946115;2042;L5R1;26219035.09;1310951.75;Sporer and Sons;Clothing, Shoes, Automotive & Games;jaquelin_mertz@cartwright.biz;true
QPU1694193;Prestige;SB;201602166;RXVQ1240997;9995;22H0;34625113.17;3462511.32;Huels, Goodwin and Breitenberg;Games, Electronics, Automotive & Kids;shaun_larson@hegmannmills.net;true
QPU1694193;Prestige;SB;201602166;UOVS1892897;22TG;22R1;80540413.85;4027020.69;Blanda, Kub and Emmerich;Automotive, Home & Baby;courtney@marks.org;true
QPU1694193;Prestige;SB;201602166;OKHG1349002;4360;12TR;40485561.82;4048556.18;Johnston-Hayes;Garden;gus@glover.name;true
QPU1694193;Prestige;SB;201602166;ECWM1695320;2870;L5G1;16313217.22;1631321.72;Schmeler, Koelpin and Marquardt;Health, Clothing, Books, Tools & Outdoors;sasha@gulgowski.biz;true
QPU1694193;Prestige;SB;201602166;BWDK1721146;L5G3;22VH;3776241.02;113287.23;Fisher LLC;Shoes & Health;letha.wisozk@doylegleason.net;true
QPU1694193;Prestige;SB;201602166;AZTI1937002;20UT;45R1;27483458.88;824503.77;Boyer Group;Outdoors, Toys & Tools;asia_eichmann@berge.name;false
QPU1694193;Prestige;SB;201602166;YCAH1749715;40R0;L5G1;13696465.99;410893.98;Metz-Stiedemann;Tools, Baby & Shoes;elena@howesauer.net;true
QPU1694193;Prestige;SB;201602166;ZPRK1590977;4350;12TR;105694900.43;10569490.04;Hackett-Lindgren;Garden & Shoes;bertrand@leffler.org;true
QPU1694193;Prestige;SB;201602166;SKVP1059157;2600;42VH;25973122.42;779193.67;Veum-Turner;Health, Automotive, Baby & Home;doug_reilly@sawayndurgan.name;true
QPU1694193;Prestige;SB;201602166;AZSF1679652;2216;22P3;41472296.22;2073614.81;Schimmel, Homenick and Mills;Industrial & Baby;johan@dibbert.org;false
QPU1694193;Prestige;SB;201602166;VPGS1579226;2070;45R1;9250347.34;277510.42;Zemlak-Goyette;Jewelery, Beauty, Home & Industrial;jeica_williamson@rathhackett.name;true
QPU1694193;Prestige;SB;201602166;FUBM1200944;4661;22R1;117714103.17;3531423.1;Schroeder-Adams;Shoes & Kids;elza@dietrichgreenholt.org;true
QPU1694193;Prestige;SB;201602166;IZLN1741625;42R3;42G0;68143505.92;3407175.3;Huels, Hartmann and Halvorson;Tools & Outdoors;maybelle.carter@sanford.com;true
QPU1694193;Prestige;SB;201602166;FVJL1673346;1200;12TR;149835643.51;4495069.31;Upton, Volkman and Zulauf;Shoes, Tools & Kids;maryjane_sawayn@wilderman.biz;false
QPU1694193;Prestige;SB;201602166;GDIS1941993;10G0;42U1;13311985.32;665599.27;Schroeder, Wisoky and Harber;Toys & Shoes;chance.orn@kiehn.co;true
QPU1694193;Prestige;SB;201602166;UCEI1445701;2277;42P1;65281864.59;3264093.23;Lang-Lebsack;Shoes, Books, Automotive & Health;roma.botsford@deckowhomenick.com;true
QPU1694193;Prestige;SB;201602166;CIMH1269606;2117;42VH;5678202.81;283910.14;Schiller Group;Grocery & Baby;calista.grady@ritchie.biz;true
QPU1694193;Prestige;SB;201602166;AQJB1856644;45H6;42UP;48856331.02;1465689.93;Beier, Roob and Bode;Beauty, Outdoors & Movies;fleta_ruel@wisozksporer.name;true
QPU1694193;Prestige;SB;201602166;NTHS1930290;4362;42H0;32154315.72;1607715.79;Watsica-Bahringer;Jewelery, Garden & Shoes;alyon@okon.biz;true
QPU1694193;Prestige;SB;201602166;UVDO1725254;4313;42P1;628036.1;62803.61;Bartell, Corkery and Auer;Electronics & Music;delpha_weinat@waelchileffler.org;true
QPU1694193;Prestige;SB;201602166;AHMV1534017;45G3;12TR;40760961.12;1222828.83;Graham-Breitenberg;Tools;jace@mclaughlin.biz;true
QPU1694193;Prestige;SB;201602166;FQOH1805072;28U2;L5R1;1987842.9;99392.15;Cassin and Sons;Computers, Home, Games, Baby & Books;bonnie.schneider@christiansen.name;true
QPU1694193;Prestige;SB;201602166;IEHK1040538;22G2;42VH;37635769.43;1881788.47;McCullough-O'Reilly;Home & Movies;zack_miller@thiel.io;true
QPU1694193;Prestige;SB;201602166;DZHX1752251;L2G9;42U1;10919485.81;1091948.58;Green and Sons;Tools, Movies, Music, Shoes & Sports;abel@mertz.io;true
QPU1694193;Prestige;SB;201602166;MDWX1105029;4514;22U1;95077419.13;2852322.57;Gibson-Mitchell;Beauty, Sports, Games, Baby & Kids;neil@sawaynkeler.io;true
QPU1694193;Prestige;SB;201602166;FOJX1953831;2053;42G0;42638239.19;1279147.18;Homenick-Toy;Clothing, Movies, Shoes & Music;estrella.johnston@quitzoncollier.net;true
QPU1694193;Prestige;SB;201602166;PLTJ1426372;22RC;22P3;13943011.51;418290.35;Fisher-Bins;Health;orlando@gorczany.co;true
YIL1516412;Abner;MQ;201602197;KUVT1301399;40V2;49P0;103782159.18;10378215.92;Kihn, Tremblay and Feil;Health;dusty@rosenbaumlebsack.net;true
YIL1516412;Abner;MQ;201602197;GRBX1575750;4270;L5R1;87781511.75;8778151.18;Tremblay LLC;Toys;sidney_dare@oharakihn.io;true
YIL1516412;Abner;MQ;201602197;SRHI1488321;4001;42T0;24586065.94;737581.98;Herman-Ledner;Industrial & Baby;trevor@hauck.org;true
YIL1516412;Abner;MQ;201602197;QRSJ1169503;4500;22B0;69233168.93;6923316.89;Kassulke Group;Jewelery, Outdoors, Books, Shoes & Automotive;jayson@kokemmer.co;true
YIL1516412;Abner;MQ;201602197;ITYS1107878;40B0;42P1;57530841.14;2876542.06;Steuber Group;Movies;cheyenne@senger.name;true
YIL1516412;Abner;MQ;201602197;YAQM1991797;45G2;L5G1;35321016.81;1766050.84;Carter-Corwin;Baby, Movies & Garden;arvel_kuhn@schmitt.info;true
YIL1516412;Abner;MQ;201602197;LWIU1207723;4101;42U1;133150321.54;3994509.65;Casper-Collier;Movies & Sports;gabriella@pouros.net;true
YIL1516412;Abner;MQ;201602197;VIOZ1775556;4263;22U1;113301098.98;5665054.95;Auer Inc;Books, Movies & Toys;kelsi.heathcote@davis.org;true
YIL1516412;Abner;MQ;201602197;CDNE1635086;40UT;22VH;89794395.94;4489719.8;Treutel Inc;Music, Movies, Garden, Shoes & Kids;adah.cummings@huel.info;false
YIL1516412;Abner;MQ;201602197;VUMO1647935;2010;22R1;1993549.87;199354.99;Pfeffer-Lowe;Electronics, Tools & Automotive;delfina@beahan.net;true
YIL1516412;Abner;MQ;201602197;YCXS1779364;48P5;22P3;68165804.39;6816580.44;Bayer, Franecki and Bashirian;Electronics, Jewelery, Computers, Tools & Movies;cecile@wisokywehner.name;true
YIL1516412;Abner;MQ;201602197;JLCD1746352;20G0;42G0;139715867.62;13971586.76;Schumm, Bernhard and Bednar;Books, Kids, Garden & Tools;emely@hauck.name;true
YIL1516412;Abner;MQ;201602197;KUMI1644553;4330;8888;90231701.54;9023170.15;Torphy and Sons;Grocery, Baby, Computers & Industrial;mathias@rowe.info;true
YIL1516412;Abner;MQ;201602197;ZBGI1597311;4999;22P1;28323847.37;849715.42;Harvey, Hilll and Hoeger;Electronics & Health;freddie_heaney@batz.info;true
YIL1516412;Abner;MQ;201602197;CZSA1083841;20T5;45UP;49280713.81;2464035.69;Donnelly and Sons;Music, Industrial, Shoes, Movies & Outdoors;art@eichmannwhite.name;true
YIL1516412;Abner;MQ;201602197;YBSG1003863;2080;29P0;84045628.13;8404562.81;Barton, Wisozk and Kozey;Garden, Industrial, Outdoors & Games;kelsie@legrosgrimes.net;true
YIL1516412;Abner;MQ;201602197;OFJW1966427;L2H2;42U1;108992278.72;10899227.87;Feil, Muller and Marvin;Clothing, Movies, Sports & Outdoors;sincere@johnsonfeeney.name;true
YIL1516412;Abner;MQ;201602197;SRIC1167011;20P2;22VH;35068777.76;3506877.78;Kihn-Murray;Beauty & Sports;marcelo.kertzmann@wildermanlakin.name;true
YIL1516412;Abner;MQ;201602197;WFLB1321041;L2H1;22UP;232915016.22;6987450.49;Cremin-Hyatt;Shoes, Computers, Jewelery, Industrial & Music;alva@jacobson.biz;true
YIL1516412;Abner;MQ;201602197;LHOU1492530;2072;42U1;15348585.94;767429.3;Erdman, Waters and Rosenbaum;Books & Tools;marlon.kshlerin@prohaskabins.com;true
YIL1516412;Abner;MQ;201602197;ROIG1887800;2205;42U1;59918588.52;1797557.66;Predovic Inc;Music, Games & Movies;crystel@miller.net;true
YIL1516412;Abner;MQ;201602197;UMKE1046043;22TG;42T0;43157619.54;1294728.59;Conroy, Lebsack and Jacobs;Grocery;twila@price.info;true
YIL1516412;Abner;MQ;201602197;GPHK1632284;4032;22H0;9843909.83;492195.49;Koepp and Sons;Automotive & Sports;eladio@effertz.io;true
YIL1516412;Abner;MQ;201602197;KEIF1666439;2050;22VH;2495036.3;124751.82;Ward, O'Hara and Rosenbaum;Outdoors, Health, Toys & Industrial;greta_rosenbaum@hermiston.info;true
YIL1516412;Abner;MQ;201602197;POAX1566776;4203;42VH;68486188.3;3424309.42;Beatty, Metz and Stamm;Automotive & Games;wava.toy@ernser.name;true
YIL1516412;Abner;MQ;201602197;YNAG1519638;L2G9;22G0;8412995.94;841299.59;Tremblay, Douglas and Harvey;Automotive, Music, Shoes, Clothing & Sports;imogene_bradtke@leuschke.io;true
YIL1516412;Abner;MQ;201602197;MGOY1810932;20B4;42UP;19332055.96;966602.8;Gusikowski Group;Outdoors, Movies, Tools & Music;nicklaus@smith.io;true
YIL1516412;Abner;MQ;201602197;BCVF1631662;20P1;22B0;76869038.65;2306071.16;Sauer, Weber and Monahan;Beauty & Industrial;wilma@jacobi.info;false
YIL1516412;Abner;MQ;201602197;YKOX1397343;49PL;22B0;978069.09;29342.07;Deckow-Hettinger;Grocery & Electronics;griffin@waelchi.info;true
YIL1516412;Abner;MQ;201602197;GDJI1146451;20GP;22B0;49600718.2;1488021.55;Schaefer-Buckridge;Movies & Health;charley_trantow@dubuque.biz;true
YIL1516412;Abner;MQ;201602197;CNOR1070414;2251;42G0;998282.13;99828.21;Simonis LLC;Sports, Clothing & Outdoors;green@littelhomenick.biz;true
YIL1516412;Abner;MQ;201602197;VNXW1609925;20GP;22G0;4464240.31;446424.03;Mertz and Sons;Grocery;stanford@mills.io;true
YIL1516412;Abner;MQ;201602197;LCUR1000346;2064;42R1;3225323.63;161266.18;Kreiger, Moen and Blick;Shoes, Tools, Electronics & Clothing;bridie@schusterparker.co;true
XJM1059834;Margaretteview;ET;201602168;SPKR1750844;40RS;22U1;62584707.21;3129235.36;Hirthe, Pouros and Brakus;Kids, Health, Toys, Industrial & Books;giovanni@flatley.com;true
XJM1059834;Margaretteview;ET;201602168;RMNV1389508;2063;42P3;5364583.13;160937.49;McKenzie-Beahan;Garden & Movies;camylle@conn.io;true
XJM1059834;Margaretteview;ET;201602168;WZCK1057403;45H6;42P1;54535926.0;1636077.78;Daugherty-Emmerich;Automotive;ozzie@kuvalis.biz;true
XJM1059834;Margaretteview;ET;201602168;NBLE1960476;4066;L5R1;3641344.32;109240.33;Murray Group;Movies;helene@maggiokozey.info;true
XJM1059834;Margaretteview;ET;201602168;ZVTD1144840;L5R0;22H0;16357347.44;817867.37;Rempel, Weimann and Jaskolski;Computers;aleandro@hammes.com;true
XJM1059834;Margaretteview;ET;201602168;UFOQ1748983;4161;29P0;55499299.55;1664978.99;Fahey and Sons;Baby;royal@barton.co;true
XJM1059834;Margaretteview;ET;201602168;CPRG1500820;4960;42P1;90749261.53;4537463.08;McLaughlin, Marquardt and Kirlin;Shoes;celestino.streich@zemlakabernathy.co;true
XJM1059834;Margaretteview;ET;201602168;OJVQ1836379;2079;42T0;32707419.14;3270741.91;Swift-Howell;Sports, Computers, Garden, Clothing & Industrial;jayson_kub@reynolds.info;true
XJM1059834;Margaretteview;ET;201602168;TPXI1326774;1000;22B0;25709316.84;1285465.84;Windler, Leannon and Kub;Electronics, Jewelery, Games & Automotive;charles@heidenreich.biz;true
XJM1059834;Margaretteview;ET;201602168;AYLG1810067;44R2;45R1;34599857.63;1729992.88;Gusikowski, Kilback and Bogisich;Beauty, Jewelery, Games, Grocery & Toys;sophie.mayer@okeefe.org;true
XJM1059834;Margaretteview;ET;201602168;NYTV1610933;45H1;22T0;27956980.98;838709.43;Price, Kub and Schimmel;Electronics;diamond_collins@harvey.io;true
XJM1059834;Margaretteview;ET;201602168;LXSF1757075;42RT;22H0;36859402.08;1105782.06;Marquardt Group;Jewelery, Home, Outdoors & Computers;dorothea_shields@littel.name;false
XJM1059834;Margaretteview;ET;201602168;EFHX1148539;4203;42R1;174530474.38;8726523.72;Huel Inc;Toys, Health, Beauty & Jewelery;lew_klein@hodkiewicz.org;false
XJM1059834;Margaretteview;ET;201602168;UCKX1769953;24H0;22T0;2694091.48;80822.74;Hegmann, Mueller and Anderson;Toys & Health;shannon@gleichner.biz;true
XJM1059834;Margaretteview;ET;201602168;ZDCX1194998;42B5;42VH;12529026.07;626451.3;Casper, Schiller and Willms;Books & Outdoors;krista_mcglynn@cronadibbert.org;true
XJM1059834;Margaretteview;ET;201602168;JULY1731552;20PF;45UP;22754143.8;2275414.38;Conroy-Lehner;Outdoors;kirk_mante@prosacco.biz;true
XJM1059834;Margaretteview;ET;201602168;QHVB1448936;L2G2;22UP;30325281.21;909758.44;Anderson-Wisoky;Health, Movies & Sports;dallas@schaden.biz;true
XJM1059834;Margaretteview;ET;201602168;RKOZ1595725;2230;22VH;2285229.2;228522.92;Hoeger, Shields and Frami;Music, Books, Health & Outdoors;jacinthe_grady@franecki.org;true
XJM1059834;Margaretteview;ET;201602168;EMPZ1994561;2230;12TR;11012413.11;550620.66;Maggio, Goyette and Schuppe;Shoes, Grocery & Garden;adriana_toy@durgan.name;true
XJM1059834;Margaretteview;ET;201602168;XQDS1978480;2267;22UP;74706819.2;2241204.58;Herzog, Schamberger and Doyle;Movies, Beauty & Clothing;emily@beatty.io;true
XJM1059834;Margaretteview;ET;201602168;HGDC1520574;9400;42P1;45860257.91;4586025.79;Wyman-Turner;Beauty, Sports, Computers, Kids & Home;bernhard@runte.com;false
XJM1059834;Margaretteview;ET;201602168;NSPJ1572752;2367;45R1;21259325.54;637779.77;Braun and Sons;Sports, Kids, Health, Music & Outdoors;jayde@kuvalis.com;true
XJM1059834;Margaretteview;ET;201602168;PLDF1148991;12G0;42VH;41011078.04;1230332.34;Boehm LLC;Grocery, Outdoors, Sports, Health & Kids;alexandro_hilll@mcdermottlangosh.org;true
XJM1059834;Margaretteview;ET;201602168;FIVQ1433466;40V2;22B0;12437092.47;621854.62;Reynolds-Champlin;Computers, Home, Movies, Shoes & Kids;benton.zboncak@fayyundt.org;true
XJM1059834;Margaretteview;ET;201602168;DKRW1433523;42G0;L5G1;15902661.44;1590266.14;Howe, Brakus and Denesik;Games;dante@deckow.co;true
XJM1059834;Margaretteview;ET;201602168;JVQU1989213;42B0;8888;113252065.6;3397561.97;Considine, Corwin and Bergstrom;Jewelery & Sports;jonathon@breitenberg.biz;true
XJM1059834;Margaretteview;ET;201602168;HNZD1327656;2261;42VH;7639521.19;229185.64;Cassin, Herzog and Franecki;Health, Beauty, Automotive & Home;keshaun@handnitzsche.co;true
XJM1059834;Margaretteview;ET;201602168;OEAQ1785410;40H1;42VH;31221566.02;1561078.3;Pacocha, Effertz and Crooks;Health, Industrial, Computers, Automotive & Kids;ryan_weimann@jacobi.biz;true
XJM1059834;Margaretteview;ET;201602168;LJAM1239094;L5HR;L5G1;69376155.44;2081284.66;Emmerich-Jerde;Games & Home;chasity_rice@schmeler.name;true
XJM1059834;Margaretteview;ET;201602168;YTOB1340317;49P0;42H0;93436612.31;9343661.23;Daniel-Haag;Tools & Movies;diana@smith.org;true
XJM1059834;Margaretteview;ET;201602168;KYCZ1324653;4204;29P0;7038615.61;351930.78;Hilll LLC;Shoes;ru@bartolettischaefer.info;true
XJM1059834;Margaretteview;ET;201602168;IGDU1238092;2015;22U1;49324924.28;2466246.21;Turner, Marquardt and Jacobi;Garden, Music & Outdoors;antonia.funk@labadie.biz;false
XJM1059834;Margaretteview;ET;201602168;CZQW1384948;44G1;45G0;54877108.39;1646313.25;Krajcik LLC;Tools, Shoes, Toys, Computers & Garden;layla@conroydare.net;true
XJM1059834;Margaretteview;ET;201602168;TDMC1884289;22P3;22T0;29471407.49;884142.22;Lynch-Bradtke;Computers & Tools;micheal@goyette.net;true
YKX1212832;Danyka;TW;201602159;SPAU1125481;4994;42P3;51443514.93;5144351.49;Heller-Runte;Shoes, Garden, Movies & Beauty;jade_beahan@kiehn.net;true
YKX1212832;Danyka;TW;201602159;ZJBY1438125;2250;42UP;34640254.07;1732012.7;Mueller, Leannon and Roob;Toys, Industrial & Books;trent@bosco.org;true
YKX1212832;Danyka;TW;201602159;GIJP1066158;4201;22U1;88932392.92;4446619.65;Hegmann and Sons;Sports, Home, Music, Shoes & Kids;emely.wintheiser@weinat.info;true
YKX1212832;Danyka;TW;201602159;JHRQ1537345;L5R2;29P0;56840160.12;5684016.01;Prohaska and Sons;Baby, Electronics, Grocery & Clothing;cristobal@lockman.co;true
YKX1212832;Danyka;TW;201602159;GSIY1646794;3000;45R1;44468154.04;4446815.4;Rath Group;Outdoors, Music, Books, Beauty & Health;madge@romagueracain.net;true
YKX1212832;Danyka;TW;201602159;GHJX1699134;44G0;L5G1;66787681.51;3339384.08;Reilly and Sons;Computers, Games, Books, Music & Automotive;alysa_feest@braun.biz;true
YKX1212832;Danyka;TW;201602159;QZHV1997682;20G2;42R1;11879448.07;356383.44;Rutherford-Rohan;Tools, Outdoors & Garden;joshuah.herman@wolfbrakus.org;true
YKX1212832;Danyka;TW;201602159;RIXQ1689913;45G3;49P0;77495669.27;7749566.93;Schuppe-Bahringer;Toys, Beauty, Computers, Baby & Clothing;fabiola.williamson@skiles.biz;true
YKX1212832;Danyka;TW;201602159;IJBW1088593;40B3;22P1;23398563.92;1169928.2;Gerhold, Casper and McLaughlin;Baby, Automotive & Health;destinee_ryan@dietrich.com;true
YKX1212832;Danyka;TW;201602159;IWEG1399269;2750;22B0;28323069.45;849692.08;Hackett, Bahringer and Kirlin;Movies, Clothing, Computers, Grocery & Automotive;penelope@medhurst.io;true
YKX1212832;Danyka;TW;201602159;TXJV1657193;42V2;42G0;30069312.69;1503465.63;Spencer, Rippin and Brakus;Toys, Garden & Health;rocky.oberbrunner@cremin.biz;false
YKX1212832;Danyka;TW;201602159;NVZJ1871074;45G0;22U1;61888972.25;3094448.61;Wisoky-Ryan;Home, Computers & Toys;kathryne.daniel@cruickshankklein.net;true
YKX1212832;Danyka;TW;201602159;CQKE1808788;2204;42UP;77008551.31;3850427.57;Schiller LLC;Home, Books, Movies & Games;isom_macejkovic@romaguera.com;true
YKX1212832;Danyka;TW;201602159;OWYZ1925433;2870;42P1;74321315.07;3716065.75;Ratke-Effertz;Home & Health;kathlyn@reynoldmith.co;true
YKX1212832;Danyka;TW;201602159;CYTQ1288258;28VH;22U1;41163694.14;4116369.41;Kuphal, Ortiz and Daniel;Electronics, Tools & Toys;laney@gibsonbruen.info;true
YKX1212832;Danyka;TW;201602159;QOMI1727822;L5H6;42UP;130422115.46;3912663.46;Pouros, Zulauf and Reynolds;Garden, Electronics & Toys;delmer@volkman.io;true
YKX1212832;Danyka;TW;201602159;YNTS1363822;2750;22P1;3146755.7;94402.67;Schowalter Group;Beauty;rita@gusikowskibergstrom.io;false
YKX1212832;Danyka;TW;201602159;CSEQ1436083;L5H2;42T0;49681847.54;1490455.43;Ferry-Mertz;Automotive, Electronics, Sports, Jewelery & Home;claudine_kshlerin@kautzer.name;true
YKX1212832;Danyka;TW;201602159;ERYD1768318;4210;42T0;64089350.6;1922680.52;Koss LLC;Sports;joelle@grady.net;false
YKX1212832;Danyka;TW;201602159;VYCB1657613;22H6;22VH;8102308.96;243069.27;Schinner Inc;Health, Books, Clothing, Sports & Beauty;charlie@kuhic.org;true
YKX1212832;Danyka;TW;201602159;XBUZ1859750;4161;29P0;88864235.04;4443211.75;Hamill, Raynor and Mante;Kids & Garden;connor@zboncaklehner.org;true
YKX1212832;Danyka;TW;201602159;SMBC1401619;22G3;22T0;35946091.84;1797304.59;Reilly-Fadel;Outdoors, Music, Beauty, Books & Kids;ezekiel@dooleybosco.info;true
YKX1212832;Danyka;TW;201602159;JAVX1673961;48P5;8888;26297213.72;788916.41;Gibson-Nader;Automotive, Clothing, Toys & Home;don.grant@feest.co;true
YKX1212832;Danyka;TW;201602159;CURM1047362;4026;49P0;28180660.49;1409033.02;Reynolds and Sons;Clothing;trey_larkin@mertzdonnelly.biz;true
YKX1212832;Danyka;TW;201602159;RDVG1116094;22B5;22G0;48868201.62;1466046.05;Mueller and Sons;Shoes;damon@torphywelch.biz;true
YKX1212832;Danyka;TW;201602159;FYLI1343935;2032;L5G1;15444530.18;1544453.02;Moen-Leuschke;Jewelery, Industrial, Baby & Games;edwina@durgan.biz;true
YKX1212832;Danyka;TW;201602159;LAUD1845498;2280;L5G1;5932092.48;593209.25;Altenwerth LLC;Sports, Automotive, Outdoors, Garden & Computers;monty@robelswaniawski.co;true
YKX1212832;Danyka;TW;201602159;NGJD1563972;P2G0;45R1;43246842.36;4324684.24;Howe Inc;Industrial, Tools, Kids & Books;kareem_effertz@huel.co;true
YKX1212832;Danyka;TW;201602159;XBKN1535420;4761;22UP;39950660.33;3995066.03;Emmerich Inc;Toys & Beauty;jerel@simonis.org;true
YKX1212832;Danyka;TW;201602159;UFON1937949;45PC;45G0;134417645.88;13441764.59;Borer Inc;Clothing & Jewelery;javonte@kohlertromp.org;true
YKX1212832;Danyka;TW;201602159;BDIT1016930;20PL;22VH;158260434.07;15826043.41;Bernhard-Marquardt;Health, Electronics, Beauty, Books & Industrial;anais_morar@gusikowski.io;true
YKX1212832;Danyka;TW;201602159;BKAE1526070;42GP;29P0;35678433.36;1070353.0;McGlynn Inc;Books, Automotive, Home & Kids;rosamond@mccullough.net;true
YKX1212832;Danyka;TW;201602159;JVQR1644150;49PC;49P0;10623435.61;1062343.56;Dach, Spencer and Casper;Toys, Books, Music & Movies;barney_pollich@hintzrutherford.org;true
AKO1391643;Keara;GG;2016021610;JOWM1948172;9400;42G0;4197414.89;209870.74;Hickle, Sipes and Gulgowski;Outdoors, Electronics, Sports & Automotive;floie@haagkaulke.com;true
AKO1391643;Keara;GG;2016021610;TIDO1048798;4011;42P1;38999069.9;1169972.1;Morar, Bechtelar and Kub;Outdoors, Grocery, Music & Tools;napoleon@lubowitz.co;true
AKO1391643;Keara;GG;2016021610;KUGJ1064243;4305;45UP;175122906.29;17512290.63;Rempel-Williamson;Beauty, Clothing, Grocery, Movies & Sports;zachariah@powlowski.io;true
AKO1391643;Keara;GG;2016021610;QAME1838164;22PS;45R1;98639452.01;2959183.56;Kuvalis-Mraz;Baby, Automotive, Clothing & Garden;verna@auer.name;true
AKO1391643;Keara;GG;2016021610;ICTA1414931;48P5;12TR;73331534.68;2199946.04;Eichmann-Cronin;Kids, Computers, Games, Outdoors & Home;zackery.wolff@rueckerjohnson.com;true
AKO1391643;Keara;GG;2016021610;DAOC1391137;4002;22P1;24844879.88;2484487.99;Brekke-Hagenes;Home, Baby, Grocery & Computers;doyle@stanton.biz;true
AKO1391643;Keara;GG;2016021610;BVLO1798748;4420;42T0;113513396.65;3405401.9;Sawayn-Halvorson;Toys & Tools;gilda_ward@rippin.co;true
AKO1391643;Keara;GG;2016021610;ENTL1557955;4380;8888;29469521.65;884085.65;Kub, Nienow and Mohr;Industrial;bria.hackett@bergnaum.info;true
AKO1391643;Keara;GG;2016021610;WDHJ1511239;2230;45UP;61171759.04;6117175.9;Runolfsdottir Group;Games, Toys, Beauty & Garden;courtney.lind@hilpertbuckridge.com;true
AKO1391643;Keara;GG;2016021610;XDRU1909537;2361;45G0;123172025.99;12317202.6;Reichel-Crona;Games;derick.brekke@dubuque.biz;true
AKO1391643;Keara;GG;2016021610;RVPX1358771;44H2;12TR;18160220.43;544806.61;Stark Inc;Garden, Electronics & Books;raina_oconner@wiza.net;true
AKO1391643;Keara;GG;2016021610;IXRV1583430;20PF;42U1;166288323.72;8314416.19;Tremblay Group;Outdoors & Industrial;hans_ortiz@nikolaus.name;true
AKO1391643;Keara;GG;2016021610;USVJ1152482;2242;45G0;215182621.21;6455478.64;Little Inc;Computers, Shoes & Kids;bettie@larkinmetz.net;false
AKO1391643;Keara;GG;2016021610;JQVL1551996;25G0;42UP;20972645.18;629179.36;Harvey, Ferry and Kerluke;Movies;kristopher@bodelubowitz.org;true
AKO1391643;Keara;GG;2016021610;JWPZ1924651;22U0;L5R1;108747623.73;3262428.71;Hegmann Inc;Garden, Industrial, Outdoors, Grocery & Books;tavares@gaylordconn.name;true
AKO1391643;Keara;GG;2016021610;NLOV1341833;4225;42UP;11992918.51;599645.93;Ankunding LLC;Grocery, Baby, Tools & Clothing;cody@gleichner.org;true
AKO1391643;Keara;GG;2016021610;NQKM1260192;4365;22B0;60072057.23;6007205.72;Satterfield Group;Beauty, Home, Electronics, Sports & Garden;muriel_considine@welch.net;true
AKO1391643;Keara;GG;2016021610;KMAH1930141;4510;22H0;83549626.48;4177481.32;Kilback, Jones and Casper;Sports & Automotive;neoma.bergnaum@heidenreich.com;true
AKO1391643;Keara;GG;2016021610;JOCF1413589;2130;49P0;38317880.49;1915894.02;Gorczany and Sons;Books, Health & Games;edd@mitchellconsidine.net;true
AKO1391643;Keara;GG;2016021610;YCVA1362741;40B4;45UP;49383211.15;1481496.33;Rosenbaum-Lind;Movies;raegan@lynchcain.biz;true
AKO1391643;Keara;GG;2016021610;AMFW1811042;42P0;45R1;30410286.18;3041028.62;Bernier-Parker;Tools;pamela.murphy@blockaufderhar.info;true
AKO1391643;Keara;GG;2016021610;DNLM1809678;2043;45G0;46675201.54;1400256.05;Kiehn, Haley and Trantow;Automotive;orion_bednar@ernser.name;true
AKO1391643;Keara;GG;2016021610;LOJK1467734;2276;42P3;33975162.49;1019254.87;Borer, Kulas and Tillman;Kids;eveline@quitzon.org;true
AKO1391643;Keara;GG;2016021610;EIYU1859600;2163;22UP;10976961.61;1097696.16;Kemmer, Schmitt and Considine;Home & Books;dane@runolfsdottir.info;true
AKO1391643;Keara;GG;2016021610;APCK1843008;20G1;45G0;41754135.03;2087706.75;Gulgowski-Osinski;Automotive;asia.lindgren@bernhardrippin.name;true
AKO1391643;Keara;GG;2016021610;FWGP1432969;45R3;22T0;25531781.21;2553178.12;Schaden and Sons;Garden;martina.pfeffer@cartermuller.name;true
AKO1391643;Keara;GG;2016021610;YGJA1705556;9532;45R1;50721559.05;2536077.95;Wintheiser, Carroll and Batz;Books & Toys;kiley@raynor.com;true
AKO1391643;Keara;GG;2016021610;CLZA1827191;L5H6;42P1;62102139.4;1863064.18;Lebsack LLC;Sports & Beauty;edwin_rogahn@osinski.io;true
