ship_imo;ship_name;country;departure;container_id;container_type;container_group;net_weight;gross_weight;owner;declared;contact;customs_ok
POG1615575;Lake Eribertoland;CR;2016021611;NGAD1817051;4032;28VH;51854668.12;5185466.81;Cormier, Legros and Labadie;Baby;arturo_auer@rosenbaum.name;true
JCI1797526;Herminio;KH;2016021610;KITU1553521;2002;42T0;175973695.16;8798684.76;Schamberger LLC;Toys, Music, Automotive, Tools & Baby;maxwell_barrows@davis.io;true
YZX1455509;Marksshire;CH;2016021712;EBWG1924496;24HR;28VH;140942933.48;4228288.0;O'Kon-Weimann;Outdoors, Books, Automotive, Garden & Computers;maybelle@grady.io;true
AEY1108363;Juana;AG;2016021917;YNCH1859771;4225;12TR;2548245.32;76447.36;Kerluke, Crooks and Emmerich;Books;tristin@nader.com;true
IWE1254579;North Creola;HR;2016021919;ASFZ1205558;2272;28VH;18914242.03;567427.26;Nicolas LLC;Grocery, Kids, Books & Baby;norbert@hegmannokeefe.io;false
NLH1771681;Port Noemie;TC;201602165;CPDG1952185;2260;28VH;63068287.27;6306828.73;Bahringer, Trantow and Volkman;Beauty, Toys, Books, Computers & Automotive;golda@kunze.info;true
DEJ1128330;Tiara;GP;2016021818;BOAU1760367;42RE;42U1;2238155.06;67144.65;Bauch-Weissnat;Electronics, Computers, Kids & Books;brooke_nitzsche@ward.org;true
GEU1548633;Lomaton;CK;201602204;GUHX1208202;44H0;28VH;16444791.68;1644479.17;Rogahn Group;Tools, Industrial, Games & Garden;myrtie.grimes@bergnaum.com;true
YZX1455509;Marksshire;CH;2016021712;RUOE1022508;2150;22H0;65664087.3;1969922.62;MacGyver Inc;Beauty & Games;korbin.stracke@kelerboehm.biz;true
NLH1771681;Port Noemie;TC;201602165;OQZE1748228;22G1;L5G1;5938014.14;178140.42;Stark LLC;Shoes & Toys;beverly.strosin@mann.io;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;NJLK1930682;4004;28VH;46379261.09;2318963.05;Schaden, Ziemann and McCullough;Automotive, Computers, Health, Shoes & Baby;lilla@herzog.net;true
IWE1254579;North Creola;HR;2016021919;SEKQ1924337;48UI;28VH;3552048.49;177602.42;MacGyver-Reichel;Health, Kids, Beauty, Grocery & Baby;anastacio@waters.co;true
RYP1117603;New Santinoberg;AZ;201602187;DILP1744455;4661;28VH;56032178.31;1680965.35;Williamson-Ferry;Grocery, Health & Books;garnet_marks@cummerata.biz;false
AMC1861710;Jayden;BD;201602183;XAGW1425337;4066;42U1;25974646.82;1298732.34;Hahn, Harris and Bins;Games, Outdoors, Shoes, Jewelery & Home;cleveland@schustermcglynn.co;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;NYEF1441156;29P0;22T0;10490084.09;524504.2;Bergstrom Inc;Clothing, Tools & Industrial;pearl.schuppe@johnsonernser.co;true
KSP1096387;Wiley;CF;201602199;COFA1918968;9400;22R1;43824715.44;1314741.46;Cremin, Harvey and Hahn;Electronics, Baby & Shoes;nathanael_carroll@westauer.net;true
JET1053895;Jamil;TM;2016021914;OPAI1120687;20B0;22P1;31314024.23;1565701.21;Grady LLC;Grocery, Shoes, Movies & Books;jayde.parker@grady.name;true
NCZ1777367;East Savanahton;ER;2016021920;GDJN1637689;2870;42T0;12601535.58;1260153.56;Sauer-Doyle;Music;jewell@murray.info;true
YZX1455509;Marksshire;CH;2016021712;VPXM1120535;24R0;42T0;58753945.24;5875394.52;Runolfsdottir Inc;Movies & Sports;priscilla.schinner@zboncaksmith.co;false
NCZ1777367;East Savanahton;ER;2016021920;ZNUR1173404;42G2;28VH;19171082.47;958554.12;Friesen-Lueilwitz;Computers, Games, Music, Movies & Shoes;hildegard@pagac.co;true
AEY1108363;Juana;AG;2016021917;NPCD1004971;4313;28VH;7730618.63;231918.56;McGlynn, Jaskolski and Buckridge;Clothing & Health;donato@beeroconnell.name;true
POG1615575;Lake Eribertoland;CR;2016021611;ZKPJ1712598;2331;22VH;81046537.81;2431396.13;Parisian Inc;Shoes, Electronics, Grocery & Health;athena_carroll@johnsonmoen.io;true
GLV1922612;Eulalia;TD;201602178;PUQI1574510;40B6;42T0;57417325.75;2870866.29;Rohan-Bailey;Games, Music, Industrial, Garden & Home;deron@jaskolski.name;true
NCZ1777367;East Savanahton;ER;2016021920;USKX1840386;2064;22UP;118351.72;5917.59;Kautzer-Kemmer;Baby;neva_parisian@langworthschoen.name;true
JMP1637582;East Zechariahland;AQ;2016021513;MQWK1842353;20B6;28VH;25143741.53;754312.25;Fay, Parisian and Brekke;Books, Music, Outdoors, Beauty & Industrial;ian@kuhic.io;true
YZX1455509;Marksshire;CH;2016021712;YKPG1494066;2013;42U1;10538004.28;1053800.43;Hermann Inc;Shoes & Grocery;imogene@mills.org;false
JET1053895;Jamil;TM;2016021914;RUQY1458755;28U1;42G0;37139928.03;3713992.8;Wiegand-Wiza;Computers, Books, Shoes & Clothing;modesta@dach.org;true
GLV1922612;Eulalia;TD;201602178;DUKF166276;40T6;22P1;109383187.34;10938318.73;Larkin Group;Toys, Movies & Clothing;alvah@sporer.com;true
JET1053895;Jamil;TM;2016021914;WLXC1887497;24H2;22B0;14824415.83;444732.47;Schaefer, Gerlach and Cormier;Outdoors, Baby, Shoes & Kids;marcel@bergstrom.info;false
GLV1922612;Eulalia;TD;201602178;YNUH1796432;2994;L5G1;36127305.83;1083819.17;Hauck-Zulauf;Books, Jewelery, Tools, Shoes & Home;luis@denesik.org;true
GYR1192020;Emardland;RU;201602156;AKNC1339564;40PC;42G0;98309507.35;4915475.37;Kulas Inc;Home, Games, Industrial, Grocery & Tools;zechariah.jast@klocko.co;true
TCU1641123;New Margarete;NU;201602202;BGCS1877419;48UT;45G0;29585137.44;887554.12;Ziemann, Schuppe and Halvorson;Toys;avery_veum@treutelgottlieb.co;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;WUOV1181979;26G1;28VH;23116977.48;2311697.75;Jenkins-Bahringer;Sports, Home, Jewelery & Books;josie@zemlakharvey.com;true
POG1615575;Lake Eribertoland;CR;2016021611;HWPJ1646743;40R2;42G0;11967386.98;1196738.7;Mayert Group;Music, Sports, Outdoors, Movies & Baby;marcella.pouros@torphygleichner.net;false
RYP1117603;New Santinoberg;AZ;201602187;NHBX1922440;44GP;28VH;113634323.08;11363432.31;Adams Inc;Automotive;robyn@lockman.net;true
RYP1117603;New Santinoberg;AZ;201602187;TSWH1871393;28UT;45G0;13777393.65;688869.68;Emard and Sons;Kids & Industrial;henriette_leuschke@jacobicollins.net;true
AEY1108363;Juana;AG;2016021917;YMOB1618691;22RC;42R1;140206844.14;14020684.41;Beer, Goodwin and Mueller;Beauty, Sports, Toys & Jewelery;kristin_walker@moriette.io;true
GEU1548633;Lomaton;CK;201602204;BJWD1054004;42G2;8888;17015099.33;510452.98;Weber-Haley;Home, Books, Jewelery, Industrial & Music;stephania@stoltenbergbartell.org;true
NCZ1777367;East Savanahton;ER;2016021920;LNDS1175085;40T1;42VH;26041332.46;781239.97;Thiel-Bergnaum;Jewelery, Outdoors, Baby & Tools;briana@lubowitz.info;true
FUS1202266;East Mustafaland;GU;2016021816;FYSZ1852539;L2G0;42T0;23829622.97;714888.69;Jacobi Inc;Jewelery, Baby & Computers;anya.borer@cristgutkowski.com;true
NCZ1777367;East Savanahton;ER;2016021920;SXRU1855683;40T7;28VH;17279951.49;1727995.15;Schmeler-Kohler;Electronics, Clothing, Baby, Music & Health;sherwood@bahringerwisozk.co;true
DEJ1128330;Tiara;GP;2016021818;RUGK1602516;2661;12TR;50528537.05;2526426.85;Mills Group;Industrial, Garden, Electronics & Books;ali@heller.name;true
GEU1548633;Lomaton;CK;201602204;HTUM1970658;45R3;28VH;164741697.6;16474169.76;Waelchi and Sons;Toys, Home, Grocery, Music & Kids;wallace@roberts.name;true
RYP1117603;New Santinoberg;AZ;201602187;JXGC1861649;2030;28VH;49837610.48;2491880.52;Jast, Dickens and Kuphal;Garden, Baby, Clothing, Computers & Toys;trycia@muller.name;true
POG1615575;Lake Eribertoland;CR;2016021611;RIND1445524;40T3;28VH;54685618.9;5468561.89;Macejkovic, Feest and Tillman;Garden;eden@reinger.org;true
AEY1108363;Juana;AG;2016021917;MRFO1474786;L5G2;42VH;4329280.21;216464.01;Kunde, Lubowitz and Ritchie;Tools & Baby;bernardo_swaniawski@huel.io;true
KSP1096387;Wiley;CF;201602199;QVWP1964553;40R3;28VH;44569660.72;4456966.07;Littel, Yundt and Bartell;Tools;ernest@spencer.org;true
JET1053895;Jamil;TM;2016021914;CULG1505325;40P4;28VH;62934426.28;3146721.31;Ledner LLC;Electronics & Music;jettie@miller.co;true
TCU1641123;New Margarete;NU;201602202;ILHM1493639;45R0;42VH;34919419.14;1047582.57;Roberts-Durgan;Books, Tools, Health & Kids;aryanna@haley.co;true
NLH1771681;Port Noemie;TC;201602165;YQFX1592065;28VO;28VH;31674482.45;1583724.12;Robel-Stanton;Music, Jewelery & Shoes;cathy@kunde.com;false
AEY1108363;Juana;AG;2016021917;MTIK1932962;2500;42VH;14266523.39;1426652.34;Brown-Langosh;Outdoors, Beauty, Garden & Home;ruell_cole@satterfield.net;true
JCI1797526;Herminio;KH;2016021610;GAES1423521;22RT;22P1;161912486.16;8095624.31;Zboncak-Feeney;Baby & Computers;elian_mueller@purdy.net;true
FUS1202266;East Mustafaland;GU;2016021816;AGBT1235573;L2HI;22UP;14171738.27;425152.15;Spinka-Tromp;Home, Books, Beauty, Computers & Movies;christophe@wolflehner.io;true
NLH1771681;Port Noemie;TC;201602165;GEQV1722373;2960;42VH;47679509.82;1430385.29;Bailey-Fay;Music & Jewelery;brad_pfannerstill@rutherford.info;true
JET1053895;Jamil;TM;2016021914;DXTQ1407119;24RT;28VH;31242993.77;937289.81;Wolf, Koch and MacGyver;Grocery;dorothy.conn@ornhirthe.org;true
GEU1548633;Lomaton;CK;201602204;XAFL1226052;28VH;42VH;20237648.79;607129.46;Haag, Veum and Reichel;Health & Home;coby@borer.info;true
JMP1637582;East Zechariahland;AQ;2016021513;ZOUP1933979;L2G0;28VH;2065016.84;206501.68;Rice, Brakus and Bartoletti;Tools;august@blanda.com;true
KSP1096387;Wiley;CF;201602199;UVNK1053884;2165;22R1;7708822.25;231264.67;MacGyver-Windler;Computers & Clothing;meghan_blick@abshire.io;true
DEJ1128330;Tiara;GP;2016021818;TAUO1565272;4010;28VH;102614560.29;5130728.01;Quigley, Dickens and Howell;Kids, Garden, Jewelery, Baby & Sports;glen@quigley.net;false
GEU1548633;Lomaton;CK;201602204;UPTL1981680;2670;29P0;45848613.28;1375458.4;Fay-Wolff;Health, Industrial, Books, Shoes & Electronics;merl_reinger@nitzsche.net;true
NCZ1777367;East Savanahton;ER;2016021920;DIXR1436862;22H5;42VH;108333834.9;5416691.75;Schmitt-Wiza;Garden;clara@beierupton.info;false
TCU1641123;New Margarete;NU;201602202;RXOL1255288;2071;22P1;88620804.62;8862080.46;Murazik-Mills;Grocery & Tools;loma@kub.net;false
AEY1108363;Juana;AG;2016021917;UECT1269376;L2R1;42G0;2648275.81;79448.27;Windler-Bogisich;Shoes;iva.white@ankunding.io;true
KSP1096387;Wiley;CF;201602199;JVFH1614514;22BU;28VH;51910274.57;5191027.46;Emmerich, Bartoletti and McDermott;Games, Clothing, Music, Automotive & Books;sandy.koepp@mills.io;true
POG1615575;Lake Eribertoland;CR;2016021611;WLSD1823287;40BU;28VH;117651838.42;11765183.84;Jaskolski, Bergnaum and Cronin;Home, Grocery, Computers & Industrial;treva@legros.io;true
JMP1637582;East Zechariahland;AQ;2016021513;OYVR1551020;45R3;28VH;94313160.71;9431316.07;Zieme Group;Jewelery, Computers, Home, Beauty & Kids;loren@murphybeer.co;true
FUS1202266;East Mustafaland;GU;2016021816;WQZY1844272;4380;22P1;6259459.81;312972.99;Batz LLC;Jewelery;merlin_spinka@ferry.com;true
GYR1192020;Emardland;RU;201602156;PBVF1973616;4301;L5G1;18046753.69;902337.68;Harber, Reynolds and Mayert;Clothing, Grocery, Tools & Sports;preston_runolfsdottir@bayer.net;true
JCI1797526;Herminio;KH;2016021610;CQHV1857959;42BU;28VH;74202105.53;7420210.55;Schuppe Inc;Music, Clothing & Outdoors;pasquale@block.org;true
AEY1108363;Juana;AG;2016021917;KBQZ1983412;4533;8888;76283763.33;2288512.9;Veum, Witting and Daugherty;Home & Clothing;webster@heidenreich.info;true
NLH1771681;Port Noemie;TC;201602165;FRUC1764067;26G3;28VH;33196321.35;3319632.14;Rolfson LLC;Baby;frederick_lubowitz@hane.co;true
IWE1254579;North Creola;HR;2016021919;EOZS1835716;L5R2;22H0;85503322.26;8550332.23;Fisher, Barrows and Pagac;Tools, Baby, Home & Books;adela.abshire@goodwinmurray.name;true
FUS1202266;East Mustafaland;GU;2016021816;FCMB1487245;45R3;28VH;29445851.24;2944585.12;Wunsch and Sons;Kids;doyle@ward.biz;true
JET1053895;Jamil;TM;2016021914;HXEB1496360;22R2;42R1;14291408.69;428742.26;Wyman, Grant and Olson;Jewelery, Grocery & Toys;johnpaul_weimann@halvorsonpadberg.info;true
FUS1202266;East Mustafaland;GU;2016021816;APWE1800359;2010;28VH;41505865.62;1245175.97;Heidenreich and Sons;Music, Home & Sports;raheem@oberbrunnerlockman.com;true
NLH1771681;Port Noemie;TC;201602165;GWCK1101857;20G2;28VH;9986502.33;998650.23;Orn, Harber and Metz;Electronics & Computers;wilford@grady.net;true
KSP1096387;Wiley;CF;201602199;DHRY1587004;20V4;L5R1;138616280.68;4158488.42;Romaguera, Wolf and Kshlerin;Baby, Garden, Music & Clothing;gretchen_murazik@friesen.biz;true
NLH1771681;Port Noemie;TC;201602165;HDGM1122708;22B6;28VH;5779099.43;173372.98;Reichel Group;Home, Sports, Clothing, Outdoors & Baby;kylee_mcdermott@walterkeeling.io;true
JMP1637582;East Zechariahland;AQ;2016021513;WYDL1136381;4170;28VH;35064779.6;1753238.98;Schuster and Sons;Clothing, Home, Electronics, Toys & Music;meredith@rosenbaumbuckridge.org;true
GLV1922612;Eulalia;TD;201602178;BYRD1275933;4060;42VH;14038620.92;1403862.09;Dickens, Walker and Veum;Electronics, Music & Jewelery;lenore@grimesrobel.info;true
TCU1641123;New Margarete;NU;201602202;ELPA1946937;22H0;28VH;16807267.0;1680726.7;Mitchell, Harber and Leuschke;Outdoors, Health, Music, Industrial & Automotive;irving_cain@grant.info;true
NCZ1777367;East Savanahton;ER;2016021920;GTEZ1754453;4001;42U1;838564.8;25156.94;Fritsch, Hamill and Connelly;Books, Sports, Music, Toys & Shoes;madelyn@davismurray.org;true
RYP1117603;New Santinoberg;AZ;201602187;SGQH1799946;48P0;28VH;430036.04;21501.8;Kovacek LLC;Games, Jewelery, Books, Outdoors & Industrial;kelli.blick@glover.org;true
POG1615575;Lake Eribertoland;CR;2016021611;OJQB1507764;2040;22UP;9675733.02;967573.3;Weissnat-MacGyver;Grocery & Tools;lizzie_hauck@crona.io;true
JET1053895;Jamil;TM;2016021914;FDJV1197689;42T7;28VH;55879448.1;5587944.81;Schroeder-Barton;Outdoors, Garden, Music & Toys;humberto_lowe@bartoletti.net;true
FUS1202266;East Mustafaland;GU;2016021816;TRVM1890904;4313;28VH;31222682.41;936680.47;Monahan Group;Baby, Tools, Music, Sports & Beauty;keeley.wilderman@reinger.net;true
GYR1192020;Emardland;RU;201602156;KOVJ1821450;42R3;22B0;140338901.51;7016945.08;Hahn, Bradtke and Parker;Beauty & Books;yasmine_bayer@lindvonrueden.info;true
AEY1108363;Juana;AG;2016021917;FUCN1666600;44RS;42G0;17158203.31;857910.17;Kiehn, Wiza and Jacobs;Home, Games, Grocery & Clothing;nicola.orn@heel.biz;true
AEY1108363;Juana;AG;2016021917;LQAN1510319;22B3;28VH;3483516.68;104505.5;Marks Group;Industrial, Automotive, Toys, Music & Games;naomie@grimes.net;true
NCZ1777367;East Savanahton;ER;2016021920;YBGM1183774;20TD;28VH;59015262.44;5901526.24;Doyle, Wolf and Keebler;Tools & Garden;braeden_hermiston@bashirian.info;true
RYP1117603;New Santinoberg;AZ;201602187;KVNH1269301;4350;22P1;70283955.68;2108518.67;Fritsch, Spinka and Dooley;Movies;joesph@schowalterkeler.info;true
AMC1861710;Jayden;BD;201602183;EUNY1883962;2211;28VH;9557199.49;477859.97;Collier-Hansen;Music, Computers, Clothing & Grocery;elva.ruecker@bayer.io;true
NLH1771681;Port Noemie;TC;201602165;RZWT1164290;42R9;42VH;247896885.43;7436906.56;Bartoletti, Hand and Jast;Outdoors, Electronics, Automotive & Grocery;aidan_hayes@wildermancorkery.biz;true
JMP1637582;East Zechariahland;AQ;2016021513;WZJB1904459;20T6;42G0;93988141.43;2819644.24;Durgan-Harvey;Electronics, Jewelery, Movies & Games;mia_quitzon@graham.name;true
POG1615575;Lake Eribertoland;CR;2016021611;IEJK1315199;42P9;28VH;30458764.13;3045876.41;Stroman, Gutkowski and Jakubowski;Beauty, Sports, Music, Garden & Kids;zack.hudson@abbott.net;true
RYP1117603;New Santinoberg;AZ;201602187;ASUR1878769;4080;8888;18625147.37;1862514.74;Jacobs Inc;Shoes, Kids, Home & Baby;tristian.gulgowski@shanahan.co;true
POG1615575;Lake Eribertoland;CR;2016021611;TVHC1812691;2275;L5G1;16431481.79;1643148.18;Baumbach, Wunsch and Fisher;Clothing;ivory@brakus.org;true
JMP1637582;East Zechariahland;AQ;2016021513;YGDA1978582;42P5;28VH;19563160.87;978158.04;Nolan-Lebsack;Books, Toys, Automotive, Music & Electronics;lew_padberg@gaylord.io;true
TCU1641123;New Margarete;NU;201602202;OPEY1438260;L5H5;22UP;32511999.13;1625599.96;Hirthe-Rath;Music;carmel.turner@mraz.io;false
AEY1108363;Juana;AG;2016021917;VBGI1661427;40V2;22B0;212780.29;10639.01;Harris-Wunsch;Outdoors, Industrial & Beauty;ansley@predovicdietrich.com;true
AMC1861710;Jayden;BD;201602183;FVUO1457179;22PC;12TR;23194889.92;695846.7;Block, Heathcote and Auer;Computers & Industrial;katrina@zboncak.info;true
FUS1202266;East Mustafaland;GU;2016021816;AZLI1728926;42U1;12TR;31745995.29;3174599.53;Crist-McLaughlin;Home, Computers, Industrial & Beauty;timmy.mclaughlin@larkingislason.info;true
DEJ1128330;Tiara;GP;2016021818;ZBQU1463342;2017;29P0;16134112.32;806705.62;Kling-Vandervort;Books & Shoes;lauretta.boyer@hermannpfeffer.info;false
RYP1117603;New Santinoberg;AZ;201602187;OIJM1783028;2651;28VH;11273451.96;1127345.2;Ritchie Group;Electronics & Music;lexi_shanahan@goyette.info;true
JCI1797526;Herminio;KH;2016021610;DEMA1443030;9400;22R1;69823628.9;6982362.89;Rogahn and Sons;Beauty, Clothing & Toys;donato_waelchi@nitzsche.biz;true
AEY1108363;Juana;AG;2016021917;TROQ1179624;22P1;22T0;5327087.02;532708.7;Wolff-Kohler;Baby & Jewelery;halie_herzog@ondricka.org;true
JCI1797526;Herminio;KH;2016021610;MLFC1253309;4532;42R1;16392653.43;1639265.34;Bailey-Corkery;Computers;rick@lindgrenmaggio.co;false
AEY1108363;Juana;AG;2016021917;CGSY1142319;42H5;8888;31911890.43;1595594.52;Goodwin Group;Shoes;martina_ondricka@ullrichquitzon.org;true
JET1053895;Jamil;TM;2016021914;NHXL1785312;4251;28VH;109339441.45;10933944.15;Wolf LLC;Health, Computers, Home, Music & Outdoors;beaulah@medhurst.info;false
TCU1641123;New Margarete;NU;201602202;WEHN1981664;L2H0;22R1;4808302.1;240415.11;Stokes, Rogahn and Thiel;Books & Jewelery;agustina@grantkeebler.co;true
JCI1797526;Herminio;KH;2016021610;XDHP1310139;2651;L5R1;3309621.02;165481.05;Bahringer and Sons;Automotive & Tools;christophe_morar@mertz.biz;true
FUS1202266;East Mustafaland;GU;2016021816;KDQE1715039;22H2;28VH;40107767.8;2005388.39;Wilkinson-Klocko;Automotive, Grocery & Kids;demarcus_konopelski@kub.co;true
AMC1861710;Jayden;BD;201602183;DQOH1955098;42R9;28VH;16367140.65;1636714.07;Barton, Windler and Morar;Sports, Movies, Jewelery & Games;rahul_mcdermott@williamson.co;false
FUS1202266;East Mustafaland;GU;2016021816;CVBF1521179;4514;22VH;44998857.41;4499885.74;Collins-Sawayn;Outdoors;kellie@creminritchie.info;true
NLH1771681;Port Noemie;TC;201602165;EQPB1510106;4311;28VH;53676354.34;5367635.43;Keebler-Smitham;Movies, Health & Sports;keely@mohr.io;true
DEJ1128330;Tiara;GP;2016021818;CDHQ1365359;22T0;22B0;29376673.62;1468833.68;Gulgowski LLC;Home;dallin@kemmer.biz;true
JCI1797526;Herminio;KH;2016021610;YFSV1815441;42BK;28VH;88007106.11;2640213.18;Wehner Group;Music, Health, Kids & Electronics;garett_hermann@boganpouros.org;true
MBV1836745;Port Guiseppeburgh;NO;2016021915;JIUO1898576;2271;42U1;54720584.31;1641617.53;Hessel, Nicolas and Ward;Outdoors, Tools, Baby & Automotive;jordy.rutherford@satterfield.biz;true
GEU1548633;Lomaton;CK;201602204;URBE1526409;48PL;42U1;117129352.08;3513880.56;Lockman Group;Beauty;alene@johnsonkeebler.io;false
AMC1861710;Jayden;BD;201602183;CUPY1397184;45HR;28VH;75019977.81;2250599.33;Flatley, Raynor and Kunde;Tools;giovanni@greenfelder.org;true
NCZ1777367;East Savanahton;ER;2016021920;MCLQ1045130;4CGP;28VH;5908415.98;590841.6;Casper and Sons;Outdoors;rozella_halvorson@daugherty.name;true
GEU1548633;Lomaton;CK;201602204;PNAY1584445;2366;28VH;248032291.87;24803229.19;Block LLC;Jewelery;lucinda@lindgrenbechtelar.info;true
NCZ1777367;East Savanahton;ER;2016021920;WFRH1359857;42BU;28VH;39401934.81;1182058.04;Feest, Reinger and Roob;Tools, Automotive & Books;kenny.kris@witting.info;true
TCU1641123;New Margarete;NU;201602202;IOTF1103452;2040;L5R1;39813428.78;1194402.86;Bernier LLC;Home, Baby & Sports;colten@schimmel.net;true
RYP1117603;New Santinoberg;AZ;201602187;RYEZ1487732;9995;28VH;94452512.08;2833575.36;Bogan Inc;Beauty & Jewelery;ora.morar@wardoconnell.co;true
RYP1117603;New Santinoberg;AZ;201602187;ODSH1639657;44H5;42R1;118635413.15;11863541.32;Schowalter-Koepp;Music & Grocery;cecile@homenick.io;true
JCI1797526;Herminio;KH;2016021610;FMHW1096477;4167;28VH;28934001.14;868020.03;Grimes Group;Music, Automotive & Baby;rudolph.bednar@herman.biz;true
TCU1641123;New Margarete;NU;201602202;WZPA1452583;B2G1;42VH;73562808.39;3678140.42;Labadie Inc;Kids, Books, Computers & Beauty;alysa.crona@leuschke.net;false
KSP1096387;Wiley;CF;201602199;CMXT1179059;2070;28VH;27513431.05;825402.93;Padberg, Hintz and Pfannerstill;Games, Industrial & Clothing;paxton_cormier@koelpinterry.org;true
RYP1117603;New Santinoberg;AZ;201602187;CKTL1473107;22PS;28VH;18481144.88;554434.35;Connelly Inc;Shoes, Industrial, Automotive & Sports;royal.paucek@hartmann.name;true
JCI1797526;Herminio;KH;2016021610;WSDQ1478241;4015;28VH;48261807.64;2413090.38;Jacobs LLC;Outdoors, Health, Games, Music & Electronics;salma@runte.com;true
JCI1797526;Herminio;KH;2016021610;EIYR1796301;4211;42U1;295481374.32;29548137.43;Harber, Schneider and Bahringer;Outdoors, Clothing & Computers;lacy@macgyver.name;true
SQH1155999;Aileen;GN;201602191;;2651;28VH;43214497.17;2160724.86;Corkery-Little;Books;emilio@barrows.net;true
KSP1096387;Wiley;CF;201602199;;22R2;L5R1;26615992.22;798479.77;Jenkins-DuBuque;Books, Beauty, Toys, Music & Baby;hallie@quigleyjohnson.io;true
NCZ1777367;East Savanahton;ER;2016021920;CJGK1026642;2101;28VH;37555137.24;3755513.72;Kuvalis-Koepp;Baby, Garden, Clothing, Electronics & Grocery;don_jenkins@schillerrunolfsdottir.org;true
TCU1641123;New Margarete;NU;201602202;HCOB1481259;42U4;28VH;23236394.59;697091.84;Ortiz Group;Movies, Computers, Beauty & Shoes;polly_connelly@zemlak.io;true
AMC1861710;Jayden;BD;201602183;VXRW1288175;4163;22VH;160620361.98;8031018.1;Doyle-Barton;Toys;dortha@kirlin.info;true
POG1615575;Lake Eribertoland;CR;2016021611;LYCU1659619;20P3;42VH;3771047.64;188552.38;Runte, Sporer and Buckridge;Sports, Beauty & Garden;monty@krajcikabbott.net;true
POG1615575;Lake Eribertoland;CR;2016021611;ORWI1300335;L5R1;L5G1;24428877.51;1221443.88;Glover Group;Games & Clothing;arlie_bailey@vandervortnitzsche.net;true
GLV1922612;Eulalia;TD;201602178;BNXA1740707;22H1;22UP;60934192.91;3046709.65;Olson, O'Hara and Pfeffer;Games, Kids, Home, Industrial & Computers;addison@prohaskahermann.co;true
JET1053895;Jamil;TM;2016021914;CUGN1444120;4560;28VH;171370447.83;8568522.39;Windler-Zboncak;Tools, Games & Music;myrtis_boyle@orn.io;true
FUS1202266;East Mustafaland;GU;2016021816;JNDM1523352;L2H1;28VH;57142738.34;5714273.83;Reinger, VonRueden and Windler;Industrial, Jewelery, Music & Books;elisha_cormier@littel.net;true
SQH1155999;Aileen;GN;201602191;FTAI1466254;2304;28VH;28139185.42;2813918.54;Tromp, Schmeler and Quitzon;Kids, Clothing & Automotive;guillermo@huelsullrich.org;true
AEY1108363;Juana;AG;2016021917;KRLM1838851;4015;8888;5949737.46;297486.87;Considine-West;Tools & Kids;melba@blanda.io;true
GEU1548633;Lomaton;CK;201602204;FVNW1691027;24H5;42G0;20203269.96;2020327.0;Schmeler-Carroll;Computers, Baby & Kids;yasmine.osinski@bartell.io;true
KSP1096387;Wiley;CF;201602199;XGLY1366598;L5R1;28VH;2088417.16;208841.72;Gleason Group;Music & Home;narciso_heidenreich@pouros.com;true
IWE1254579;North Creola;HR;2016021919;EPDY1903305;2272;22R1;2068220.51;206822.05;Hodkiewicz, Ziemann and Pfannerstill;Industrial, Tools & Toys;gregoria@lesch.org;true
GYR1192020;Emardland;RU;201602156;KSNC1509143;20B0;42U1;78102805.25;2343084.16;Osinski, Green and Rosenbaum;Music;juston@rennerkreiger.com;true
NLH1771681;Port Noemie;TC;201602165;SMKC1118293;42B6;28VH;79897492.17;7989749.22;Shanahan Group;Games, Books & Music;vada@lindgren.co;true
AEY1108363;Juana;AG;2016021917;OQFU1233196;45G1;42R1;61478424.91;3073921.25;Rowe and Sons;Baby;keshawn@sanford.io;true
AEY1108363;Juana;AG;2016021917;OEJQ1465577;45P8;L5G1;20160745.35;1008037.27;Batz-Glover;Garden;rogelio_zulauf@gutkowskibailey.co;true
RYP1117603;New Santinoberg;AZ;201602187;LGNJ1534680;28VH;28VH;68149361.98;3407468.1;Runolfsdottir Group;Beauty, Industrial & Computers;jamey.homenick@nitzsche.org;true
JMP1637582;East Zechariahland;AQ;2016021513;DFPI1733955;40RT;28VH;104916221.03;10491622.1;Cummerata-Feil;Outdoors, Games, Toys, Computers & Shoes;juliana_thiel@larson.biz;true
KSP1096387;Wiley;CF;201602199;QKUJ1351719;4960;42R1;58489187.91;5848918.79;Quitzon-Hudson;Baby;aletha_wisoky@walkertremblay.biz;true
POG1615575;Lake Eribertoland;CR;2016021611;EJTS1352054;42B1;22R1;35600788.09;1780039.4;Lowe Group;Clothing, Music, Home, Electronics & Grocery;josefa.waters@reichert.info;true
SQH1155999;Aileen;GN;201602191;FGTZ1373815;7999;45G0;1552611.7;77630.59;Kilback, Kuhn and Hodkiewicz;Toys, Industrial & Electronics;derick@gerlach.name;true
KSP1096387;Wiley;CF;201602199;GVAI1211710;L2R2;28VH;23332183.59;699965.51;Reichel Inc;Clothing;santina_keeling@champlindaugherty.net;true
GLV1922612;Eulalia;TD;201602178;PMIJ1119957;42R0;28VH;254837487.27;25483748.73;Morissette, Considine and O'Keefe;Health, Industrial, Computers & Home;elody.hudson@aufderharwehner.io;true
