tx_id|tx_time|buyer|currency_code|payment_type|credit_card_number|country|department|product|item_price|coupon_code|was_returned
IPGACHT106|2010-06-10T02:58:11Z|Vivienne Kertzmann|GBP|JCB|1391-1843-1113-1830|MX|Music|Incredible Leather Computer|19.9||false
DVHLGZS107|2010-07-04T16:27:10Z|Mr. Hugh Thiel|AUD|VISA|1448-1449-1012-1143|DZ|Home|Practical Wool Coat|63.26||false
CZVLKHM114|2010-07-30T00:13:12Z|Skye Dooley|EUR|VISA|1893-1961-1211-1848|VU|Automotive|Sleek Granite Table|25.28||false
TYCWXJG139|2010-01-01T19:05:11Z|Carissa Wilderman|JPY|JCB|1627-1253-1370-1257|CR|Movies|Enormous Wooden Computer|71.23||false
XZKVMYD143|2010-06-16T11:52:52Z|Raoul Friesen III|JPY|VISA|1941-1547-1644-1814|BN|Clothing|Small Copper Wallet|34.08||false
DSPAUTV167|2010-07-08T23:21:24Z|Mr. Deshaun Kessler|USD|DANKORT|1109-1027-1806-1520|SR|Sports|Rustic Wool Wallet|35.95||false
DSPAUTV167|2010-07-08T23:21:24Z|Mr. Deshaun Kessler|USD|DANKORT|1109-1027-1806-1520|SR|Books|Awesome Aluminum Plate|28.58||false
DSPAUTV167|2010-07-08T23:21:24Z|Mr. Deshaun Kessler|USD|DANKORT|1109-1027-1806-1520|SR|Industrial|Intelligent Wooden Table|0.14||false
BPALYRS168|2010-03-26T23:31:59Z|Mylene Conroy|USD|AMERICAN_EXPRESS|1627-1221-1874-1421|IL|Books|Ergonomic Concrete Table|11.74||defect
ZDXOHFR154|2010-01-02T06:15:54Z|Cathryn Quigley|GBP|JCB|1161-1277-1288-1411|GS|Electronics|Fantastic Iron Knife|2.88||false
ZDXOHFR154|2010-01-02T06:15:54Z|Cathryn Quigley|GBP|JCB|1161-1277-1288-1411|GS|Grocery|Synergistic Steel Keyboard|14.81||bounce
ZDXOHFR154|2010-01-02T06:15:54Z|Cathryn Quigley|GBP|JCB|1161-1277-1288-1411|GS|Health|Mediocre Silk Shirt|9.43||false
KCOMITF136|2010-08-14T21:28:27Z|Jeffrey Rogahn|GBP|MASTERCARD|1197-1927-1843-1154|UY|Outdoors|Fantastic Paper Bag|28.23|ITW2|false
PHEMBTO143|2010-01-24T06:41:40Z|Gerson Hoppe|USD|MASTERCARD|1505-1535-1184-1171|ZA|Jewelery|Lightweight Granite Wallet|12.27||false
PHEMBTO143|2010-01-24T06:41:40Z|Gerson Hoppe|USD|MASTERCARD|1505-1535-1184-1171|ZA|Automotive|Sleek Linen Clock|6.87|DQM2|false
PHEMBTO143|2010-01-24T06:41:40Z|Gerson Hoppe|USD|MASTERCARD|1505-1535-1184-1171|ZA|Jewelery|Enormous Marble Bag|9.32||false
PHEMBTO143|2010-01-24T06:41:40Z|Gerson Hoppe|USD|MASTERCARD|1505-1535-1184-1171|ZA|Music|Fantastic Granite Coat|27.03||false
PHEMBTO143|2010-01-24T06:41:40Z|Gerson Hoppe|USD|MASTERCARD|1505-1535-1184-1171|ZA|Beauty|Small Bronze Table|8.0|BZP2|false
RSCHZWP157|2010-04-08T19:09:51Z|Miss Lelah Fisher|AUD|VISA|1693-1387-1214-1616|GB|Baby|Gorgeous Leather Bottle|49.55|BLT2|false
RSCHZWP157|2010-04-08T19:09:51Z|Miss Lelah Fisher|AUD|VISA|1693-1387-1214-1616|GB|Tools|Fantastic Copper Wallet|14.26||defect
RSCHZWP157|2010-04-08T19:09:51Z|Miss Lelah Fisher|AUD|VISA|1693-1387-1214-1616|GB|Movies|Sleek Leather Pants|11.55||false
RSCHZWP157|2010-04-08T19:09:51Z|Miss Lelah Fisher|AUD|VISA|1693-1387-1214-1616|GB|Sports|Durable Concrete Plate|7.88||defect
SZHDONC164|2010-04-10T14:54:52Z|Colten VonRueden III|GBP|JCB|1816-1697-1768-1140|GP|Home|Synergistic Granite Hat|18.09||defect
NBIEKFW114|2010-01-17T11:38:05Z|Jimmy Kshlerin|EUR|FORBRUGSFORENINGEN|1220-1786-1945-1060|LK|Clothing|Sleek Iron Shirt|4.59||false
LXEFDQG196|2010-05-04T19:25:50Z|Marco Pouros|GBP|JCB|1903-1799-1680-1991|GL|Computers|Aerodynamic Wooden Gloves|22.88|EZO2|defect
IEDJLFT167|2010-07-03T01:20:52Z|Dr. Watson Schimmel|EUR|FORBRUGSFORENINGEN|1330-1445-1316-1452|DE|Industrial|Enormous Copper Hat|1.62||false
DPILZNF142|2010-04-21T15:37:27Z|Katelyn Donnelly|GBP|MASTERCARD|1551-1793-1133-1965|LK|Toys|Enormous Wool Knife|87.75||false
EBYHWMP163|2010-02-15T20:56:29Z|Chasity Stracke|JPY|AMERICAN_EXPRESS|1397-1837-1459-1609|YT|Automotive|Incredible Iron Chair|11.37||false
EBYHWMP163|2010-02-15T20:56:29Z|Chasity Stracke|JPY|AMERICAN_EXPRESS|1397-1837-1459-1609|YT|Books|Ergonomic Aluminum Table|18.77|FPV2|bounce
EBYHWMP163|2010-02-15T20:56:29Z|Chasity Stracke|JPY|AMERICAN_EXPRESS|1397-1837-1459-1609|YT|Automotive|Fantastic Plastic Bag|19.57|HLP2|false
EBYHWMP163|2010-02-15T20:56:29Z|Chasity Stracke|JPY|AMERICAN_EXPRESS|1397-1837-1459-1609|YT|Outdoors|Practical Silk Keyboard|1.26||false
EBYHWMP163|2010-02-15T20:56:29Z|Chasity Stracke|JPY|AMERICAN_EXPRESS|1397-1837-1459-1609|YT|Music|Fantastic Paper Pants|3.32|CJQ2|defect
MXCQTAD104|2010-03-27T17:31:46Z|Tremayne Moore PhD|EUR|VISA|1272-1712-1701-1468|LC|Beauty|Mediocre Granite Table|2.25||defect
MXCQTAD104|2010-03-27T17:31:46Z|Tremayne Moore PhD|EUR|VISA|1272-1712-1701-1468|LC|Automotive|Rustic Silk Bench|30.79||false
FDREPKU186|2010-04-16T12:01:58Z|Gerhard Rowe|AUD|DANKORT|1010-1450-1405-1285|SC|Baby|Ergonomic Wool Computer|42.35||false
CRKULZY175|2010-01-15T23:27:55Z|Eliane Stracke|AUD|MASTERCARD|1386-1364-1958-1546|PS|Clothing|Practical Rubber Bag|2.01||false
CRKULZY175|2010-01-15T23:27:55Z|Eliane Stracke|AUD|MASTERCARD|1386-1364-1958-1546|PS|Health|Durable Cotton Watch|7.56||false
JADCRYQ197|2010-03-25T04:41:02Z|Enid Emard DDS|JPY|DANKORT|1880-1517-1098-1391|BD|Music|Enormous Bronze Coat|79.9||false
UHONASK131|2010-11-10T00:02:06Z|Dr. Barrett Lynch|JPY|VISA|1413-1307-1513-1749|PT|Automotive|Rustic Concrete Car|65.05||bounce
IDTQZNF188|2010-03-21T05:22:06Z|Bessie Abernathy|EUR|VISA|1175-1145-1137-1972|BR|Health|Practical Marble Pants|86.01|JBP2|false
XHILEDR187|2010-05-20T07:57:39Z|Mrs. Amir Herzog|CAD|DANKORT|1191-1044-1055-1597|NE|Jewelery|Gorgeous Iron Bench|44.83||bounce
BMSQUWY159|2010-12-18T06:16:06Z|Jeremy Dickens|EUR|MASTERCARD|1424-1719-1221-1363|KZ|Health|Synergistic Marble Coat|45.75|TKZ2|false
BMSQUWY159|2010-12-18T06:16:06Z|Jeremy Dickens|EUR|MASTERCARD|1424-1719-1221-1363|KZ|Tools|Gorgeous Plastic Gloves|21.63||false
KYZWOAE145|2010-08-20T05:56:08Z|Gina Ernser|USD|DANKORT|1973-1774-1156-1314|MR|Toys|Intelligent Granite Pants|91.22|PLY2|false
WHETDIQ105|2010-06-30T04:23:42Z|Vida Pagac|AUD|DANKORT|1954-1404-1732-1893|FI|Health|Ergonomic Cotton Chair|66.33|GDA2|false
WVLSPHQ120|2010-04-03T02:21:25Z|Newton Bernhard III|USD|JCB|1653-1022-1766-1452|MN|Baby|Heavy Duty Silk Hat|3.86||bounce
WRLOIXK172|2010-07-25T11:25:24Z|Dell Littel Sr.|USD|MASTERCARD|1917-1913-1399-1991|CA|Computers|Durable Leather Shirt|14.32||false
WRLOIXK172|2010-07-25T11:25:24Z|Dell Littel Sr.|USD|MASTERCARD|1917-1913-1399-1991|CA|Grocery|Intelligent Bronze Pants|14.3||defect
WRLOIXK172|2010-07-25T11:25:24Z|Dell Littel Sr.|USD|MASTERCARD|1917-1913-1399-1991|CA|Tools|Mediocre Rubber Coat|15.29||false
WRLOIXK172|2010-07-25T11:25:24Z|Dell Littel Sr.|USD|MASTERCARD|1917-1913-1399-1991|CA|Sports|Enormous Cotton Shirt|12.1||false
MYANTSK185|2010-05-28T13:36:14Z|Natalie Vandervort|AUD|FORBRUGSFORENINGEN|1375-1982-1623-1043|LY|Outdoors|Lightweight Linen Wallet|87.7||false
QJURTPD162|2010-03-04T03:40:38Z|Kianna Muller IV|GBP|MASTERCARD|1857-1815-1018-1421|PW|Tools|Incredible Iron Chair|43.58||false
QJURTPD162|2010-03-04T03:40:38Z|Kianna Muller IV|GBP|MASTERCARD|1857-1815-1018-1421|PW|Automotive|Ergonomic Copper Shoes|27.75||bounce
DRCAGZB104|2010-01-06T15:32:27Z|Paul Dibbert|EUR|DANKORT|1495-1502-1872-1236|KG|Clothing|Rustic Leather Pants|20.37|JPG2|false
DRCAGZB104|2010-01-06T15:32:27Z|Paul Dibbert|EUR|DANKORT|1495-1502-1872-1236|KG|Movies|Aerodynamic Plastic Watch|0.56||false
DRCAGZB104|2010-01-06T15:32:27Z|Paul Dibbert|EUR|DANKORT|1495-1502-1872-1236|KG|Industrial|Aerodynamic Wooden Bottle|4.38||false
DRCAGZB104|2010-01-06T15:32:27Z|Paul Dibbert|EUR|DANKORT|1495-1502-1872-1236|KG|Garden|Awesome Steel Clock|60.85||false
UVJLNSH183|2010-09-30T20:53:46Z|Muhammad Effertz|GBP|VISA|1627-1211-1866-1546|AW|Toys|Fantastic Aluminum Pants|59.6|RDW2|defect
YKWFPUN169|2010-03-06T15:06:14Z|Ms. Cecelia Larson|CAD|VISA|1777-1768-1752-1041|PM|Garden|Sleek Steel Lamp|6.76||false
YKWFPUN169|2010-03-06T15:06:14Z|Ms. Cecelia Larson|CAD|VISA|1777-1768-1752-1041|PM|Kids|Sleek Rubber Shoes|7.94||bounce
YKWFPUN169|2010-03-06T15:06:14Z|Ms. Cecelia Larson|CAD|VISA|1777-1768-1752-1041|PM|Garden|Aerodynamic Granite Computer|5.44||defect
YKWFPUN169|2010-03-06T15:06:14Z|Ms. Cecelia Larson|CAD|VISA|1777-1768-1752-1041|PM|Movies|Intelligent Plastic Wallet|9.71||false
GYJHNAW115|2010-11-11T03:49:12Z|Dr. Sonia McLaughlin|CAD|DANKORT|1906-1921-1984-1405|NU|Grocery|Aerodynamic Rubber Keyboard|12.07||false
GYJHNAW115|2010-11-11T03:49:12Z|Dr. Sonia McLaughlin|CAD|DANKORT|1906-1921-1984-1405|NU|Sports|Ergonomic Paper Computer|36.39|SKP2|false
GYJHNAW115|2010-11-11T03:49:12Z|Dr. Sonia McLaughlin|CAD|DANKORT|1906-1921-1984-1405|NU|Baby|Practical Rubber Wallet|9.43||false
QWPVKNL169|2010-01-29T08:15:22Z|Dr. Porter Christiansen|GBP|AMERICAN_EXPRESS|1386-1914-1719-1799|LU|Grocery|Incredible Copper Keyboard|2.6||false
QWPVKNL169|2010-01-29T08:15:22Z|Dr. Porter Christiansen|GBP|AMERICAN_EXPRESS|1386-1914-1719-1799|LU|Tools|Sleek Steel Lamp|0.47||false
QWPVKNL169|2010-01-29T08:15:22Z|Dr. Porter Christiansen|GBP|AMERICAN_EXPRESS|1386-1914-1719-1799|LU|Automotive|Gorgeous Plastic Wallet|2.0||bounce
QWPVKNL169|2010-01-29T08:15:22Z|Dr. Porter Christiansen|GBP|AMERICAN_EXPRESS|1386-1914-1719-1799|LU|Home|Ergonomic Wooden Wallet|8.73||false
QWPVKNL169|2010-01-29T08:15:22Z|Dr. Porter Christiansen|GBP|AMERICAN_EXPRESS|1386-1914-1719-1799|LU|Toys|Enormous Iron Lamp|7.83|BDU2|false
TJLBVAI177|2010-04-28T03:54:40Z|Christopher Walker|CAD|FORBRUGSFORENINGEN|1367-1806-1479-1125|LI|Jewelery|Heavy Duty Cotton Plate|72.82||false
XVHBDSF175|2010-06-10T10:17:55Z|Cristina Kertzmann|CAD|AMERICAN_EXPRESS|1171-1593-1482-1968|YT|Baby|Fantastic Silk Gloves|57.91||false
RTYWHGI142|2010-07-14T13:25:34Z|Immanuel Rice|GBP|DANKORT|1101-1667-1711-1714|IL|Beauty|Enormous Iron Lamp|43.41||false
DEWCXGA103|2010-07-18T05:50:53Z|Meta Kreiger III|AUD|AMERICAN_EXPRESS|1707-1714-1366-1308|HR|Baby|Lightweight Rubber Watch|60.25||false
YOUCGFD180|2010-06-17T20:36:55Z|Maximilian Lockman|JPY|VISA|1128-1219-1145-1313|LC|Garden|Aerodynamic Marble Hat|16.04||false
YOUCGFD180|2010-06-17T20:36:55Z|Maximilian Lockman|JPY|VISA|1128-1219-1145-1313|LC|Movies|Small Leather Bag|26.19||false
YOUCGFD180|2010-06-17T20:36:55Z|Maximilian Lockman|JPY|VISA|1128-1219-1145-1313|LC|Toys|Gorgeous Silk Pants|15.94||false
YOUCGFD180|2010-06-17T20:36:55Z|Maximilian Lockman|JPY|VISA|1128-1219-1145-1313|LC|Sports|Enormous Granite Computer|2.7|CGB2|false
KWDYZCL144|2010-06-20T08:25:20Z|Marcelino Hodkiewicz III|GBP|AMERICAN_EXPRESS|1524-1373-1696-1124|CO|Movies|Small Rubber Lamp|39.9||false
KWDYZCL144|2010-06-20T08:25:20Z|Marcelino Hodkiewicz III|GBP|AMERICAN_EXPRESS|1524-1373-1696-1124|CO|Sports|Mediocre Linen Bottle|2.29||false
AWKRLCV162|2010-04-03T19:17:59Z|Dr. Mittie Skiles|GBP|MASTERCARD|1601-1256-1284-1093|BS|Books|Gorgeous Wool Plate|5.66||false
AWKRLCV162|2010-04-03T19:17:59Z|Dr. Mittie Skiles|GBP|MASTERCARD|1601-1256-1284-1093|BS|Outdoors|Enormous Wooden Gloves|57.15||defect
AWKRLCV162|2010-04-03T19:17:59Z|Dr. Mittie Skiles|GBP|MASTERCARD|1601-1256-1284-1093|BS|Computers|Incredible Aluminum Coat|13.64||false
AWKRLCV162|2010-04-03T19:17:59Z|Dr. Mittie Skiles|GBP|MASTERCARD|1601-1256-1284-1093|BS|Computers|Intelligent Copper Keyboard|2.5||false
NFSRMPZ164|2010-06-15T04:55:27Z|Lowell Renner I|USD|FORBRUGSFORENINGEN|1036-1236-1027-1083|MU|Grocery|Ergonomic Leather Bench|82.88||false
NIZMOCJ158|2010-06-05T17:43:08Z|Tristin Schmidt|JPY|DANKORT|1807-1312-1700-1547|MT|Shoes|Small Iron Watch|17.98|NOY2|defect
YDSPQZT102|2010-04-22T19:15:21Z|Gertrude McKenzie I|USD|JCB|1427-1970-1686-1501|LC|Games|Incredible Cotton Shoes|10.36||false
YDSPQZT102|2010-04-22T19:15:21Z|Gertrude McKenzie I|USD|JCB|1427-1970-1686-1501|LC|Baby|Awesome Paper Table|12.66|KWL2|bounce
YDSPQZT102|2010-04-22T19:15:21Z|Gertrude McKenzie I|USD|JCB|1427-1970-1686-1501|LC|Kids|Enormous Bronze Bench|17.93|GRS2|false
YDSPQZT102|2010-04-22T19:15:21Z|Gertrude McKenzie I|USD|JCB|1427-1970-1686-1501|LC|Health|Practical Granite Pants|3.15|KJV2|false
YDSPQZT102|2010-04-22T19:15:21Z|Gertrude McKenzie I|USD|JCB|1427-1970-1686-1501|LC|Home|Practical Copper Hat|15.19||false
YBQUWFD119|2010-10-31T14:02:02Z|Jordyn Ebert|EUR|DANKORT|1654-1153-1913-1892|TN|Home|Gorgeous Granite Computer|37.94|HSC2|defect
ZRBEPNW150|2010-09-12T01:18:46Z|Treva Swaniawski|GBP|AMERICAN_EXPRESS|1365-1083-1162-1843|NZ|Toys|Mediocre Granite Hat|39.45||defect
GRUDPTF191|2010-09-12T06:35:16Z|Jess Wintheiser|CAD|FORBRUGSFORENINGEN|1294-1966-1551-1537|GP|Baby|Mediocre Wool Bottle|33.12||false
JSGAFWC174|2010-12-24T13:37:42Z|Wilhelm Bernier II|JPY|JCB|1646-1092-1750-1385|PT|Beauty|Aerodynamic Steel Bench|90.57||false
CXYQLIN179|2010-02-24T16:48:43Z|Mr. Thomas Hoeger|CAD|VISA|1840-1561-1876-1467|CY|Outdoors|Intelligent Rubber Car|26.82||false
QSKOAFM111|2010-08-16T20:35:39Z|Emmett Simonis|AUD|VISA|1502-1875-1276-1658|BB|Movies|Sleek Leather Lamp|57.76|YZS2|false
TKAXSHV128|2010-04-03T19:03:05Z|Vince Powlowski|GBP|MASTERCARD|1432-1910-1819-1539|BJ|Baby|Gorgeous Bronze Hat|14.07||false
SJOHKRQ152|2010-02-03T03:25:12Z|Rogelio Upton|AUD|MASTERCARD|1026-1505-1611-1271|MY|Garden|Aerodynamic Rubber Lamp|12.62||bounce
SJOHKRQ152|2010-02-03T03:25:12Z|Rogelio Upton|AUD|MASTERCARD|1026-1505-1611-1271|MY|Jewelery|Ergonomic Marble Bag|2.92||defect
SJOHKRQ152|2010-02-03T03:25:12Z|Rogelio Upton|AUD|MASTERCARD|1026-1505-1611-1271|MY|Shoes|Mediocre Marble Car|36.65|JNI2|false
SJOHKRQ152|2010-02-03T03:25:12Z|Rogelio Upton|AUD|MASTERCARD|1026-1505-1611-1271|MY|Industrial|Durable Cotton Lamp|6.51||false
SJOHKRQ152|2010-02-03T03:25:12Z|Rogelio Upton|AUD|MASTERCARD|1026-1505-1611-1271|MY|Outdoors|Practical Bronze Bench|6.9|UOH2|false
ULKRGAH166|2010-09-12T06:02:39Z|Corrine Krajcik|USD|AMERICAN_EXPRESS|1129-1970-1836-1819|WS|Music|Incredible Concrete Gloves|18.9|VKL2|bounce
TAOBSFQ155|2010-11-20T20:10:22Z|Dayne Cassin|CAD|DANKORT|1224-1411-1919-1325|KP|Home|Synergistic Concrete Lamp|31.16||false
OXZHIDJ130|2010-01-10T03:33:12Z|Trent Bashirian|GBP|FORBRUGSFORENINGEN|1021-1037-1269-1086|MC|Grocery|Fantastic Cotton Lamp|8.17||bounce
YNHXCTJ144|2010-06-07T00:11:56Z|Jacklyn Hermiston|AUD|MASTERCARD|1947-1518-1175-1857|SB|Movies|Fantastic Aluminum Bench|54.07||false
EKXGWLH133|2010-05-31T14:25:32Z|Dewayne Emmerich|JPY|VISA|1770-1921-1956-1398|CA|Computers|Enormous Silk Chair|93.84||bounce
ELYSQRU176|2010-11-15T01:39:15Z|Greyson Ward|EUR|FORBRUGSFORENINGEN|1793-1127-1347-1956|MC|Kids|Durable Bronze Shirt|57.42|ZVH2|bounce
MBQUFEY166|2010-06-24T19:33:07Z|Tom Rohan|AUD|AMERICAN_EXPRESS|1836-1400-1069-1061|MV|Electronics|Small Wool Lamp|10.51||false
HELKGIM121|2010-08-17T05:21:33Z|Kaya Mertz|USD|JCB|1029-1887-1086-1725|MK|Clothing|Incredible Steel Watch|54.72||bounce
HKTFDIZ179|2010-10-12T01:00:47Z|Bessie Wyman III|EUR|JCB|1426-1926-1344-1675|TK|Grocery|Heavy Duty Wooden Coat|50.52||false
PHWTICY197|2010-11-09T02:59:33Z|Keira Cole|JPY|DANKORT|1409-1977-1207-1237|SH|Sports|Mediocre Linen Watch|74.55||false
QEBDAJU117|2010-06-09T11:51:23Z|Zelma Berge|CAD|FORBRUGSFORENINGEN|1709-1784-1360-1178|GQ|Tools|Small Copper Coat|4.04|HEW2|defect
EUDHCBF111|2010-01-19T19:01:52Z|Jadyn Oberbrunner|GBP|VISA|1241-1414-1546-1731|BG|Home|Heavy Duty Iron Wallet|65.74|EZI2|false
DIBUXPE130|2010-12-04T11:04:00Z|Kara Boehm|USD|VISA|1377-1203-1224-1123|BE|Jewelery|Mediocre Linen Knife|1.34||false
VJBUIMX191|2010-04-01T06:40:19Z|Ella Zemlak|EUR|FORBRUGSFORENINGEN|1618-1697-1461-1634|BF|Grocery|Durable Wooden Pants|11.16||false
PVELHYF137|2010-06-04T09:59:38Z|Katelin O'Keefe|AUD|DANKORT|1893-1626-1931-1336|MK|Beauty|Enormous Copper Pants|8.84|PYM2|false
ENTUFPK183|2010-07-27T19:37:46Z|Sister Hammes I|CAD|FORBRUGSFORENINGEN|1137-1628-1760-1155|DE|Kids|Aerodynamic Concrete Bag|25.35||false
SWBGEIA183|2010-11-28T15:28:45Z|Paxton Gottlieb MD|JPY|MASTERCARD|1823-1366-1880-1338|NU|Toys|Rustic Plastic Clock|5.37||false
SWBGEIA183|2010-11-28T15:28:45Z|Paxton Gottlieb MD|JPY|MASTERCARD|1823-1366-1880-1338|NU|Automotive|Intelligent Steel Knife|1.63||false
SWBGEIA183|2010-11-28T15:28:45Z|Paxton Gottlieb MD|JPY|MASTERCARD|1823-1366-1880-1338|NU|Electronics|Intelligent Aluminum Plate|8.62||false
SWBGEIA183|2010-11-28T15:28:45Z|Paxton Gottlieb MD|JPY|MASTERCARD|1823-1366-1880-1338|NU|Games|Ergonomic Rubber Coat|17.76||false
ZKQOAGD163|2010-08-13T12:55:28Z|Josiane Daniel IV|EUR|DANKORT|1660-1401-1743-1852|NU|Toys|Synergistic Marble Shoes|82.41||false
UCAVHRM115|2010-03-12T18:31:42Z|Annetta Ortiz|AUD|VISA|1680-1856-1044-1407|DJ|Industrial|Synergistic Plastic Wallet|60.86||false
QTMBPDS113|2010-10-15T14:45:05Z|Dejah Lehner|CAD|MASTERCARD|1778-1604-1525-1270|CO|Health|Mediocre Bronze Gloves|73.06||false
GPZUTOH169|2010-07-13T17:17:43Z|Isidro Strosin|EUR|VISA|1492-1962-1353-1904|GH|Kids|Enormous Paper Bench|89.74|JWY2|false
ZICTMRQ168|2010-01-01T08:35:49Z|Abelardo Farrell|EUR|MASTERCARD|1261-1749-1712-1012|DO|Tools|Lightweight Concrete Watch|72.57|PKE2|false
NYAWXLM145|2010-04-01T07:10:35Z|Darius Kilback|CAD|AMERICAN_EXPRESS|1242-1494-1175-1143|NG|Baby|Heavy Duty Paper Clock|14.45||false
NYAWXLM145|2010-04-01T07:10:35Z|Darius Kilback|CAD|AMERICAN_EXPRESS|1242-1494-1175-1143|NG|Beauty|Synergistic Plastic Clock|18.2||false
NYAWXLM145|2010-04-01T07:10:35Z|Darius Kilback|CAD|AMERICAN_EXPRESS|1242-1494-1175-1143|NG|Jewelery|Gorgeous Bronze Lamp|4.89||false
NYAWXLM145|2010-04-01T07:10:35Z|Darius Kilback|CAD|AMERICAN_EXPRESS|1242-1494-1175-1143|NG|Sports|Intelligent Concrete Table|20.75|SVC2|false
NYAWXLM145|2010-04-01T07:10:35Z|Darius Kilback|CAD|AMERICAN_EXPRESS|1242-1494-1175-1143|NG|Grocery|Awesome Cotton Pants|4.2||bounce
RHMLNJB157|2010-02-03T04:12:03Z|Brain Haag|GBP|AMERICAN_EXPRESS|1975-1962-1686-1475|NL|Home|Durable Cotton Table|88.25||false
VFJDQNX118|2010-10-24T03:01:09Z|Bessie Wisozk|EUR|VISA|1072-1836-1586-1304|AM|Home|Durable Wooden Knife|6.75||false
MYOIBZV163|2010-07-26T05:23:35Z|Andre Swaniawski|USD|AMERICAN_EXPRESS|1319-1595-1983-1848|BA|Tools|Gorgeous Cotton Bench|52.34||false
UXJHMWP145|2010-03-19T06:33:19Z|Devonte Goldner|USD|VISA|1252-1651-1354-1362|ZW|Electronics|Intelligent Cotton Computer|62.34||defect
LRBXUMA100|2010-06-16T15:38:57Z|Heidi Toy DVM|EUR|JCB|1060-1324-1597-1360|KP|Sports|Enormous Paper Bench|54.68||false
WSCNGDO195|2010-01-28T09:11:24Z|Kaitlin Rippin|EUR|JCB|1548-1652-1952-1596|MR|Shoes|Practical Paper Bag|94.65||bounce
VBGOFTN162|2010-12-06T21:06:42Z|Tyshawn Lemke|JPY|FORBRUGSFORENINGEN|1354-1009-1371-1757|CA|Tools|Small Steel Car|54.11|IZL2|false
QFWPVAN102|2010-03-27T19:27:18Z|Carli Morissette|USD|JCB|1995-1876-1447-1825|PG|Jewelery|Enormous Marble Gloves|12.24||false
QFWPVAN102|2010-03-27T19:27:18Z|Carli Morissette|USD|JCB|1995-1876-1447-1825|PG|Grocery|Gorgeous Iron Bench|13.34|RFQ2|false
QFWPVAN102|2010-03-27T19:27:18Z|Carli Morissette|USD|JCB|1995-1876-1447-1825|PG|Movies|Fantastic Rubber Plate|2.44||false
KNJPQMD135|2010-03-10T00:23:45Z|Nathaniel Kihn|JPY|DANKORT|1614-1920-1011-1010|CW|Toys|Small Copper Table|47.26||false
BUMSCTQ173|2010-10-27T09:27:31Z|Ms. Simone West|JPY|AMERICAN_EXPRESS|1083-1890-1602-1770|CW|Games|Enormous Steel Lamp|80.92||false
UVZICTX159|2010-08-29T11:38:00Z|Jennie Hickle|USD|AMERICAN_EXPRESS|1159-1233-1734-1832|YT|Books|Enormous Plastic Plate|47.3||false
WOJSQPZ175|2010-08-07T21:00:43Z|Jarrett Jaskolski|GBP|VISA|1811-1229-1697-1433|GF|Tools|Incredible Silk Chair|54.69||false
AXHVNCP110|2010-08-18T06:36:14Z|Maryam Block|USD|VISA|1735-1714-1471-1792|FK|Outdoors|Sleek Cotton Plate|15.18||false
KMVUONY172|2010-07-01T02:29:06Z|Marguerite Mosciski|USD|FORBRUGSFORENINGEN|1493-1340-1479-1159|QA|Health|Ergonomic Paper Knife|99.95||false
ATIEORH165|2010-10-19T01:27:32Z|Reginald Koelpin|EUR|DANKORT|1248-1291-1186-1033|KY|Kids|Awesome Paper Table|5.8|TWD2|false
ATIEORH165|2010-10-19T01:27:32Z|Reginald Koelpin|EUR|DANKORT|1248-1291-1186-1033|KY|Automotive|Awesome Wool Bench|30.47||bounce
ATIEORH165|2010-10-19T01:27:32Z|Reginald Koelpin|EUR|DANKORT|1248-1291-1186-1033|KY|Games|Awesome Cotton Bottle|30.42||false
KMWPAEY176|2010-04-24T18:22:20Z|Gina Jacobs|GBP|DANKORT|1783-1474-1500-1232|CU|Industrial|Durable Cotton Wallet|76.98||false
JFUHKZA176|2010-09-17T10:34:30Z|Stephanie Reynolds|GBP|JCB|1601-1096-1485-1911|FO|Garden|Mediocre Copper Computer|31.78||bounce
WITSDUK191|2010-10-10T10:09:06Z|Marcus Konopelski Jr.|GBP|FORBRUGSFORENINGEN|1035-1799-1253-1871|KI|Electronics|Enormous Linen Keyboard|52.52||false
PYCENFG145|2010-08-05T09:03:43Z|Mr. Madisen Stanton|CAD|JCB|1948-1438-1243-1867|MF|Sports|Fantastic Copper Table|16.26||false
VUTSHDG146|2010-11-29T05:07:21Z|Mikayla Schulist Sr.|USD|AMERICAN_EXPRESS|1934-1712-1801-1558|BW|Music|Gorgeous Leather Table|93.43||bounce
QUAVJGB129|2010-04-23T22:43:29Z|Salvatore Schoen Jr.|USD|VISA|1301-1213-1006-1337|FR|Kids|Synergistic Linen Car|28.56||false
TXAESBM147|2010-05-03T10:10:11Z|Afton Ruecker|EUR|DANKORT|1292-1046-1482-1227|BS|Toys|Incredible Bronze Hat|8.22||false
PKSLDFT157|2010-10-29T16:10:15Z|Kristopher Williamson|USD|JCB|1171-1265-1628-1722|MD|Health|Mediocre Iron Bottle|98.68|PNW2|defect
LKQCVFJ131|2010-11-28T23:46:49Z|Timmy D'Amore IV|AUD|FORBRUGSFORENINGEN|1603-1746-1735-1965|PA|Automotive|Awesome Bronze Wallet|23.09||false
CTWHJNK113|2010-07-18T16:43:53Z|Augustus Gerlach PhD|USD|JCB|1559-1722-1581-1979|US|Beauty|Fantastic Leather Pants|39.37||false
CZNMHGQ163|2010-04-05T07:49:11Z|Walker Walter|USD|FORBRUGSFORENINGEN|1069-1217-1260-1486|VA|Electronics|Fantastic Granite Car|58.58||defect
